t_s,mode,alpha_deg,theta_deg,hybrid_lqr,pwm
15.9518,7,-55.02,-41.309,0,15
16.0262,7,-55.02,-41.309,0,15
16.096,7,-55.02,-41.309,0,15
16.1671,7,-55.02,-41.309,0,15
16.2339,7,-55.02,-41.309,0,15
16.3267,7,-55.02,-41.309,0,15
16.3974,7,-55.02,-41.309,0,15
16.4773,7,-55.02,-41.309,0,15
16.561,7,-55.02,-41.309,0,15
16.6348,7,-55.02,-41.309,0,15
16.7058,7,-55.02,-41.309,0,15
16.7784,7,-55.02,-41.309,0,15
16.8532,7,-55.02,-41.309,0,15
16.9201,7,-55.02,-41.309,0,15
17.0028,7,-55.02,-41.309,0,15
17.0836,7,-55.02,-41.309,0,15
17.1554,7,-55.02,-41.309,0,15
17.2318,7,-55.02,-41.309,0,15
17.3245,7,-55.02,-41.309,0,15
17.4601,7,-55.02,-41.309,0,15
17.527,7,-55.02,-41.309,0,15
17.6028,7,-55.02,-41.309,0,15
17.6765,7,-55.02,-41.309,0,15
17.7573,7,-55.02,-41.309,0,15
17.8222,7,-55.02,-41.309,0,15
17.9196,7,-55.02,-41.309,0,15
18.0024,7,-55.02,-41.309,0,15
18.0781,7,-55.02,-41.309,0,15
18.152,7,-55.02,-41.309,0,15
18.2457,7,-55.02,-41.309,0,15
18.3589,7,-55.02,-41.309,0,15
18.4396,7,-55.02,-41.309,0,15
18.5134,7,-55.02,-41.309,0,15
18.5902,7,-55.02,-41.309,0,15
18.66,7,-55.02,-41.309,0,15
18.7259,7,-55.02,-41.309,0,15
18.7933,7,-55.02,-41.309,0,15
18.8602,7,-55.02,-41.309,0,15
18.9281,7,-55.02,-41.309,0,15
18.9968,7,-55.02,-41.309,0,15
19.0766,7,-55.02,-41.309,0,15
19.1464,7,-55.02,-41.309,0,15
19.2161,7,-55.02,-41.309,0,15
19.2838,7,-55.02,-41.309,0,15
19.3651,7,-55.02,-41.309,0,15
19.4542,7,-55.02,-41.309,0,15
19.5355,7,-55.02,-41.309,0,15
19.6367,7,-55.02,-41.309,0,15
19.7165,7,-55.02,-41.309,0,15
19.8492,7,-55.02,-41.309,0,15
19.932,7,-55.02,-41.309,0,15
20.0476,7,-55.02,-41.309,0,15
20.1524,7,-55.02,-41.309,0,15
20.2302,7,-55.02,-41.309,0,15
20.3129,7,-55.02,-41.309,0,15
20.3897,7,-55.02,-41.309,0,15
20.4731,7,-55.02,-41.309,0,15
20.5469,7,-55.02,-41.309,0,15
20.6526,7,-55.02,-41.309,0,15
20.7244,7,-55.02,-41.309,0,15
20.7946,7,-55.02,-41.309,0,15
20.8844,7,-55.02,-41.309,0,15
20.9811,7,-55.02,-41.309,0,15
21.0804,7,-55.02,-41.309,0,15
21.1661,7,-55.02,-41.309,0,15
21.2514,7,-55.02,-41.309,0,15
21.3274,7,-55.02,-41.309,0,15
21.3971,7,-55.02,-41.309,0,15
21.4738,7,-55.02,-41.309,0,15
21.5437,7,-55.02,-41.309,0,15
21.624,7,-55.02,-41.309,0,15
21.7058,7,-55.02,-41.309,0,15
21.7866,7,-55.02,-41.309,0,15
21.8644,7,-55.02,-41.309,0,15
21.9432,7,-55.02,-41.309,0,15
22.021,7,-55.02,-41.309,0,15
22.1212,7,-55.02,-41.309,0,15
22.2235,7,-55.02,-41.309,0,15
22.3252,7,-55.02,-41.309,0,15
22.412,7,-55.02,-41.309,0,15
22.4855,7,-55.02,-41.309,0,15
22.5673,7,-55.02,-41.309,0,15
22.6366,7,-55.02,-41.309,0,15
22.7116,7,-55.02,-41.309,0,15
22.7854,7,-55.02,-41.309,0,15
22.8543,7,-55.02,-41.309,0,15
22.9281,7,-55.02,-41.309,0,15
22.9959,7,-55.02,-41.309,0,15
23.0667,7,-55.02,-41.309,0,15
23.1415,7,-55.02,-41.309,0,15
23.2502,7,-55.02,-41.309,0,15
23.3292,7,-55.02,-41.309,0,15
23.4015,7,-55.02,-41.309,0,15
23.4813,7,-55.02,-41.309,0,15
23.5626,7,-55.02,-41.309,0,15
23.6503,7,-55.02,-41.309,0,15
23.7166,7,-55.02,-41.309,0,15
23.7864,7,-55.02,-41.309,0,15
23.8801,7,-55.02,-41.309,0,15
23.9689,7,-55.02,-41.309,0,15
24.0498,7,-55.02,-41.309,0,15
24.1445,7,-55.02,-41.309,0,15
24.2418,7,-55.02,-41.309,0,15
24.3144,7,-55.02,-41.309,0,15
24.4032,7,-55.02,-41.309,0,15
24.494,7,-55.02,-41.309,0,15
24.5668,7,-55.02,-41.309,0,15
24.6451,7,-55.02,-41.309,0,15
24.7159,7,-55.02,-41.309,0,15
24.7913,7,-55.02,-41.309,0,15
24.8715,7,-55.02,-41.309,0,15
24.9434,7,-55.02,-41.309,0,15
