t_s,servo_position_deg,servo_setpoint_deg,servo_error_deg,pend_position_deg,pend_setpoint_deg,pend_error_deg,pwm,current_ma,voltage_v,power_mw
1473.6651,33.0470,0.0000,-33.0470,15.8200,0.0000,-15.8200,0.0000,27.5000,14.9920,412.0000
1473.9300,33.7500,0.0000,-33.7500,15.9960,0.0000,-15.9960,0.0000,27.7000,14.9880,416.0000
1474.2089,33.7500,0.0000,-33.7500,16.5230,0.0000,-16.5230,0.0000,27.2000,14.9920,406.0000
1474.4728,33.7500,0.0000,-33.7500,16.1720,0.0000,-16.1720,0.0000,27.2000,14.9920,406.0000
1474.7708,33.7500,0.0000,-33.7500,16.3480,0.0000,-16.3480,0.0000,27.1000,14.9920,406.0000
1475.0207,33.7500,0.0000,-33.7500,16.1720,0.0000,-16.1720,0.0000,26.9000,14.9920,404.0000
1475.2918,33.7500,0.0000,-33.7500,16.1720,0.0000,-16.1720,0.0000,27.2000,14.9920,406.0000
1475.6131,33.7500,0.0000,-33.7500,16.1720,0.0000,-16.1720,0.0000,27.0000,14.9920,406.0000
1475.8748,33.7500,0.0000,-33.7500,16.1720,0.0000,-16.1720,0.0000,25.3000,14.9720,380.0000
1476.1493,33.5740,0.0000,-33.5740,16.3480,0.0000,-16.3480,0.0000,27.7000,14.9880,406.0000
1476.4136,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.4000,14.9960,410.0000
1476.6687,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.7000,14.9920,416.0000
1476.9742,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,26.9000,14.9920,404.0000
1477.0465,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.5000,14.9920,412.0000
1477.2720,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,26.3000,14.9960,394.0000
1477.4877,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.1000,14.9920,406.0000
1477.7399,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.1000,14.9920,406.0000
1477.9811,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.3000,14.9920,410.0000
1478.2315,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.6000,14.9920,412.0000
1478.5111,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.2000,14.9960,406.0000
1478.7829,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.1000,14.9960,406.0000
1479.0793,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.2000,14.9960,406.0000
