alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
131.836,27.0,0,0,0.0,11.8493,5.537,15.024
130.957,26.4,0,0,0.0,11.9245,6.416,15.024
129.727,26.4,0,0,0.0,12.0132,6.943,15.024
129.727,26.7,0,0,0.0,12.103,6.943,15.028
130.078,26.9,0,0,0.0,12.1848,6.943,15.024
130.605,27.5,0,0,0.0,12.2731,6.943,15.024
130.781,27.2,0,0,0.0,12.3469,6.943,15.028
130.781,27.2,0,0,0.0,12.4227,7.119,15.028
130.43,26.8,0,0,0.0,12.5125,7.295,15.024
130.078,26.5,0,0,0.0,12.6002,7.295,15.028
130.078,27.0,0,0,0.0,12.7072,7.295,15.028
130.43,27.3,0,0,0.0,12.8019,7.295,15.028
130.43,27.3,0,0,0.0,12.9197,7.295,15.028
130.605,26.3,0,0,0.0,13.0129,7.295,15.028
130.254,27.2,0,0,0.0,13.1057,7.295,15.024
130.078,26.9,0,0,0.0,13.288,7.295,15.024
130.078,27.4,0,0,0.0,13.3598,7.295,15.028
130.078,27.3,0,0,0.0,13.4639,7.295,15.024
130.43,27.3,0,0,0.0,13.5339,7.295,15.024
130.605,26.6,0,0,0.0,13.6115,7.471,15.028
130.605,26.7,0,0,0.0,13.7163,7.471,15.032
130.43,27.3,0,0,0.0,13.7951,7.471,15.032
130.078,27.1,0,0,0.0,13.8723,7.471,15.032
130.078,27.1,0,0,0.0,13.9527,7.471,15.032
130.078,26.4,0,0,0.0,14.0186,7.471,15.028
130.254,27.2,0,0,0.0,14.1003,7.471,15.028
130.605,27.5,0,0,0.0,14.2091,7.646,15.028
130.43,26.9,0,0,0.0,14.3198,7.646,15.028
130.254,24.7,0,0,0.0,14.4185,7.646,15.024
130.078,25.8,0,0,0.0,14.5192,7.646,15.024
130.078,26.0,0,0,0.0,14.5951,7.646,15.016
130.254,27.2,0,0,0.0,14.6699,7.646,15.024
130.43,27.2,0,0,0.0,14.7386,7.646,15.024
130.43,27.2,0,0,0.0,14.8025,7.646,15.028
130.43,27.2,0,0,0.0,14.8729,7.646,15.028
130.43,27.2,0,0,0.0,14.9418,7.646,15.028
130.254,26.8,0,0,0.0,15.028,7.646,15.028
130.078,27.1,0,0,0.0,15.0908,7.646,15.028
130.254,27.8,0,0,0.0,15.1622,7.646,15.024
130.43,26.8,0,0,0.0,15.2435,7.646,15.024
130.43,24.9,0,0,0.0,15.3583,7.646,15.028
130.43,27.0,0,0,0.0,15.4338,7.646,15.028
130.254,27.1,0,0,0.0,15.5455,7.646,15.024
130.254,26.8,0,0,0.0,15.7063,7.646,15.024
130.254,27.1,0,0,0.0,15.7791,7.646,15.024
130.254,27.1,0,0,0.0,15.85,7.646,15.024
130.43,27.3,0,0,0.0,15.9297,7.646,15.032
130.43,27.3,0,0,0.0,16.0464,7.646,15.032
130.254,26.5,0,0,0.0,16.1252,7.646,15.024
130.254,27.4,0,0,0.0,16.199,7.646,15.024
130.254,27.2,0,0,0.0,16.2778,7.646,15.024
130.254,27.0,0,0,0.0,16.3506,7.646,15.024
130.43,27.0,0,0,0.0,16.4394,7.646,15.024
130.43,26.4,0,0,0.0,16.5033,7.646,15.028
130.43,27.1,0,0,0.0,16.5799,7.646,15.028
130.254,27.1,0,0,0.0,16.6597,7.646,15.028
130.254,26.7,0,0,0.0,16.7236,7.646,15.024
130.254,27.3,0,0,0.0,16.8104,7.646,15.024
130.254,27.4,0,0,0.0,16.8941,7.646,15.024
130.254,26.6,0,0,0.0,16.9749,7.646,15.02
130.254,26.6,0,0,0.0,17.0426,7.646,15.02
130.254,27.5,0,0,0.0,17.1189,7.646,15.024
130.254,27.1,0,0,0.0,17.1958,7.646,15.028
130.254,26.5,0,0,0.0,17.2716,7.646,15.028
130.254,26.5,0,0,0.0,17.3394,7.646,15.028
130.254,27.6,0,0,0.0,17.4047,7.646,15.024
130.254,27.2,0,0,0.0,17.4776,7.646,15.028
130.254,27.2,0,0,0.0,17.5524,7.646,15.028
130.254,26.2,0,0,0.0,17.6202,7.646,15.02
130.254,26.8,0,0,0.0,17.7045,7.646,15.024
130.254,27.2,0,0,0.0,17.7843,7.646,15.028
130.254,27.2,0,0,0.0,17.8511,7.646,15.028
130.254,27.3,0,0,0.0,17.9189,7.646,15.028
130.254,27.1,0,0,0.0,17.9926,7.646,15.024
