alpha_deg,cmd_sp,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
83.496,20.0,26.4,2,0,20.0,2.3307,20.742,15.004
83.848,20.0,27.0,2,0,20.0,2.4006,20.742,15.032
84.199,20.0,26.8,2,0,20.0,2.4704,20.742,15.032
84.375,20.0,26.6,2,0,20.0,2.5522,20.742,15.032
84.199,20.0,26.6,2,0,20.0,2.6409,20.742,15.032
83.672,20.0,26.6,2,0,20.0,2.738,20.742,15.028
83.496,20.0,26.6,2,0,20.0,2.8419,20.742,15.028
83.672,20.0,27.2,2,0,20.0,2.9112,20.742,15.032
84.023,20.0,26.5,2,0,20.0,3.0109,20.742,15.028
84.199,20.0,27.2,2,0,20.0,3.0942,20.742,15.032
84.199,20.0,27.3,2,0,20.0,3.164,20.742,15.032
83.848,20.0,26.7,2,0,20.0,3.2916,20.742,15.028
83.672,20.0,26.6,2,0,20.0,3.3747,20.742,15.028
83.672,20.0,26.2,2,0,20.0,3.4684,20.742,14.996
91.758,-20.0,26.2,2,72,-20.0,0.0,13.184,15.02
105.82,-20.0,122.2,2,15,-20.0,0.0776,-4.395,14.824
105.82,-20.0,27.8,2,17,-20.0,0.1554,-11.777,15.044
105.82,-20.0,46.3,2,3,-20.0,0.2371,-14.766,15.0
110.039,-20.0,26.7,2,-34,-20.0,0.3683,-24.785,15.044
124.805,-20.0,94.7,2,-60,-20.0,0.4377,-35.508,14.896
127.266,-20.0,47.2,2,-7,-20.0,0.5245,-27.773,14.98
125.156,-20.0,27.3,2,0,-20.0,0.6437,-20.215,15.032
126.387,-20.0,27.3,2,27,-20.0,0.7125,-14.238,15.032
132.539,-20.0,43.4,2,29,-20.0,0.798,-11.074,14.992
136.23,-20.0,47.9,2,35,-20.0,0.8684,-8.965,14.976
134.121,-20.0,57.6,2,39,-20.0,0.9627,-7.559,14.96
129.199,-20.0,53.0,2,32,-20.0,1.0375,-8.613,14.972
125.508,-20.0,40.6,2,20,-20.0,1.1386,-11.602,14.996
124.98,-20.0,40.6,2,10,-20.0,1.2044,-14.941,14.996
126.035,-20.0,27.4,2,0,-20.0,1.2848,-18.809,15.028
126.738,-20.0,27.1,2,0,-20.0,1.3616,-20.391,15.028
126.563,-20.0,27.6,2,0,-20.0,1.4244,-20.566,15.028
126.563,-20.0,27.6,2,0,-20.0,1.4982,-19.863,15.028
127.617,-20.0,26.9,2,3,-20.0,1.5959,-19.16,15.028
128.32,-20.0,28.1,2,12,-20.0,1.6841,-16.348,15.028
128.32,-20.0,28.1,2,18,-20.0,1.8164,-14.941,15.028
128.32,-20.0,46.7,2,29,-20.0,1.8937,-14.766,15.0
128.32,-20.0,46.2,2,29,-20.0,2.0336,-15.293,15.0
128.32,-20.0,46.2,2,29,-20.0,2.1053,-15.996,15.0
128.32,-20.0,46.7,2,5,-20.0,2.1921,-17.051,15.0
128.32,-20.0,45.3,2,3,-20.0,2.2652,-18.457,15.008
128.32,-20.0,27.3,2,3,-20.0,2.3697,-18.809,15.044
128.32,-20.0,27.1,2,4,-20.0,2.4365,-18.809,15.04
128.32,-20.0,26.7,2,8,-20.0,2.5511,-18.105,15.04
128.32,-20.0,47.1,2,29,-20.0,2.636,-17.754,15.0
128.32,-20.0,47.1,2,5,-20.0,2.7138,-18.105,15.0
128.32,-20.0,26.8,2,5,-20.0,2.796,-18.105,15.04
128.32,-20.0,26.7,2,29,-20.0,2.8967,-17.93,15.04
128.32,-20.0,26.8,2,5,-20.0,2.9802,-18.281,15.04
128.32,-20.0,26.9,2,6,-20.0,3.0611,-18.281,15.036
128.32,-20.0,27.6,2,7,-20.0,3.1323,-18.105,15.04
128.32,-20.0,27.6,2,29,-20.0,3.208,-17.93,15.04
128.32,-20.0,27.2,2,29,-20.0,3.2868,-17.93,15.036
128.32,-20.0,46.9,2,6,-20.0,3.3619,-18.105,15.004
128.32,-20.0,47.1,2,29,-20.0,3.4426,-17.93,15.0
128.32,0.0,79.5,2,-46,0.0,0.0,-17.227,14.916
128.32,0.0,40.7,2,-26,0.0,0.0728,-11.953,14.984
128.145,0.0,40.7,2,-22,0.0,0.1595,-8.965,14.984
132.012,0.0,36.1,2,-19,0.0,0.2443,-7.383,15.024
133.77,0.0,28.7,2,-3,0.0,0.3243,-3.867,15.024
128.496,0.0,27.5,2,20,0.0,0.3939,3.691,15.02
126.211,0.0,45.1,2,25,0.0,0.5036,7.559,14.988
130.605,0.0,29.2,2,13,0.0,0.5788,6.152,15.02
132.187,0.0,46.9,2,29,0.0,0.6676,5.273,14.988
129.727,0.0,46.9,2,29,0.0,0.7743,5.098,14.988
126.387,0.0,46.6,2,6,0.0,0.883,3.34,14.984
125.684,0.0,26.5,2,1,0.0,0.9577,1.406,15.024
126.914,0.0,24.5,2,0,0.0,1.0346,-0.527,15.028
128.145,0.0,27.8,2,-3,0.0,1.1162,-1.582,15.028
127.969,0.0,27.3,2,0,0.0,1.206,-1.23,15.024
127.793,0.0,27.3,2,0,0.0,1.2917,-0.879,15.028
127.969,0.0,26.7,2,0,0.0,1.3695,-0.527,15.028
128.496,0.0,27.2,2,0,0.0,1.4534,-0.527,15.028
128.496,0.0,26.7,2,0,0.0,1.5396,-0.527,15.028
128.32,0.0,27.5,2,0,0.0,1.6024,-0.352,15.028
127.969,0.0,26.9,2,0,0.0,1.6802,-0.176,15.028
127.969,0.0,27.6,2,0,0.0,1.8232,-0.176,15.02
128.145,0.0,27.5,2,0,0.0,1.9444,-0.176,15.024
128.32,0.0,28.8,2,0,0.0,2.0291,-0.176,15.012
128.32,0.0,27.3,2,0,0.0,2.1049,-0.176,15.024
128.145,0.0,27.3,2,0,0.0,2.1827,-0.176,15.024
127.969,0.0,27.3,2,0,0.0,2.2795,-0.176,15.024
127.969,0.0,23.9,2,0,0.0,2.3413,-0.176,15.024
127.969,0.0,23.9,2,0,0.0,2.464,-0.176,15.024
128.145,0.0,26.5,2,0,0.0,2.5378,-0.176,15.024
128.145,0.0,26.6,2,0,0.0,2.6315,-0.176,15.028
128.145,0.0,27.3,2,0,0.0,2.7203,-0.176,15.024
128.145,0.0,27.3,2,0,0.0,2.7857,-0.176,15.024
127.969,0.0,26.7,2,0,0.0,2.8604,-0.176,15.024
127.969,0.0,26.9,2,0,0.0,2.9497,-0.176,15.028
128.145,0.0,26.9,2,0,0.0,3.0345,-0.176,15.024
128.145,0.0,26.9,2,0,0.0,3.1869,-0.176,15.024
128.145,0.0,27.0,2,0,0.0,3.2547,-0.176,15.024
128.145,0.0,26.9,2,0,0.0,3.3525,-0.176,15.024
128.145,0.0,27.4,2,0,0.0,3.4203,-0.176,15.024
